sample_idx,photo_dark_ratio_pred,photo_dark_ratio_pred_platt,photo_dark_ratio_std,photo_dark_ratio_true,dopant_label,method,atmosphere,concentration_at%,doi,element,is_sputter,photo_dark_ratio_pred_rank,photo_dark_ratio_pred_refined,photo_dark_ratio_alpha
89,2.5429933071136475,2.42933930285697,0.0337353929877281,,Ta,RF magnetron sputtering,,0.139,10.1007/s40843-025-3509-0,Sn,True,3.92933930285697,2.42933930291697,3.999999999840001e-11
90,2.5796357154846192,2.5055717491170006,0.150213585793972,4.534026145935059,Sn,RF magnetron sputtering,,0.199,10.1007/s40843-025-3509-0,Sn,True,4.005571749117001,2.505571749263495,9.766301294489903e-11
91,2.683591651916504,2.7218461614652054,0.1422298893332481,4.534026145935059,Sn,RF magnetron sputtering,,1.0,10.1007/s40843-025-3509-0,Sn,True,1.565180549294117,2.5575856452331243,0.14201210315551813
92,3.16318826675415,3.7196196374048296,0.1571311727166175,4.534026145935059,Sn,RF magnetron sputtering,,1.14,10.1007/s40843-025-3509-0,Sn,True,2.2196196374048296,3.7196196372445316,1.0686522268022666e-10
93,3.231599521636963,3.8619453617032025,0.1527213722467422,4.534026145935059,Sn,RF magnetron sputtering,,1.39,10.1007/s40843-025-3509-0,Sn,True,2.3619453617032025,3.664657870935315,0.13152499384525818
94,3.276488304138184,3.9553339202569417,0.1832150608301162,4.534026145935059,Sn,RF magnetron sputtering,N2,5.0,10.1088/1674-4926/44/6/062805,Sn,True,2.4553339202569417,3.955333920039007,1.4528943460033415e-10
95,2.249955105781555,1.8196899940827698,0.1710487052798271,6.230448722839356,Sn,RF magnetron sputtering,,0.3,10.1364/OME.8.003506,Sn,True,3.3196899940827698,1.9664976224336064,0.09787175223389105
96,2.0339478969573976,1.3702992834134373,0.1714612171053886,0.3010300099849701,Sn,RF magnetron sputtering,,0.5,10.1364/OME.8.003506,Sn,True,2.8702992834134373,1.591266129437845,0.1473112306829385
97,2.0642194747924805,1.433277579139967,0.1856348857283592,0.3010300099849701,Sn,RF magnetron sputtering,,0.7,10.1364/OME.8.003506,Sn,True,2.933277579139967,1.7459987628606566,0.20848078914712653
98,2.0591773986816406,1.4227878266033103,0.1762631878256798,0.3010300099849701,Sn,RF magnetron sputtering,,0.9,10.1364/OME.8.003506,Sn,True,2.329881271820926,1.61112159905078,0.20762334182922856
99,2.0670859813690186,1.439241183014953,0.1755640044808387,0.3010300099849701,Sn,RF magnetron sputtering,,1.2,10.1364/OME.8.003506,Sn,True,-0.06075881698504704,1.1898487028050528,0.16626165347326685
100,2.0566622734069826,1.4175552515390168,0.1676775217056274,0.3010300099849701,Sn,RF magnetron sputtering,,1.5,10.1364/OME.8.003506,Sn,True,-0.08244474846098315,1.1856625803094956,0.1545951141530141
101,2.0514824390411377,1.4067789007890226,0.1682760566473007,0.3010300099849701,Sn,RF magnetron sputtering,N2,0.82,10.1016/j.mssp.2020.105430,Sn,True,2.9067789007890226,1.7033421870355139,0.1977088574976609
102,2.1239862203598023,1.557618893539138,0.1274564035236835,2.0211892127990723,Sn,RF magnetron sputtering,N2,1.0,10.1016/j.mssp.2020.105430,Sn,True,3.057618893539138,1.844155185707954,0.19102419477921034
103,2.1046995639801027,1.5174941020375532,0.1229790955781936,2.0211892127990723,Sn,RF magnetron sputtering,,7.0,10.1016/j.mtphys.2020.100263,Zn,True,0.017494102037553194,1.5174941019393635,6.545974076922899e-11
104,1.9014312028884888,1.0946058394429818,0.2570649735629559,,Zn,RF magnetron sputtering,,0.69,10.1007/s13391-017-7072-y,Zn,True,-0.2342990279014694,0.8146036073869121,0.21070148731985447
105,2.540140438079834,2.423404071113867,0.0359171371906995,2.4048337936401367,Zn,RF magnetron sputtering,,0.88,10.1007/s13391-017-7072-y,Zn,True,0.9234040711138669,2.370774176847213,0.03508659617776947
106,2.560988473892212,2.4667772237081,0.0454609706997871,2.4048337936401367,Zn,RF magnetron sputtering,,0.96,10.1007/s13391-017-7072-y,Zn,True,0.9667772237081,2.4141473294414455,0.035086596177769484
107,2.571115779876709,2.487846507730206,0.0448497287929058,2.4048337936401367,Zn,RF magnetron sputtering,,1.83,10.1007/s13391-017-7072-y,Zn,True,2.06712719737365,2.4438940319579063,0.10446983223815044
108,2.607633113861084,2.5638187438436177,0.044378138706088,2.4048337936401367,Zn,RF magnetron sputtering,,2.49,10.1007/s13391-017-7072-y,Zn,True,3.796444848269965,2.637960126849402,0.060149126113379345
109,2.638609075546265,2.628262470102316,0.0454825524240732,2.4048337936401367,Zn,RF magnetron sputtering,,3.03,10.1007/s13391-017-7072-y,Zn,True,3.796444848269965,2.6985276192901493,0.060149126113379345
110,2.656771516799927,2.6660483959836943,0.0418458316475153,2.4048337936401367,Zn,RF magnetron sputtering,,13.8,10.1016/j.physb.2011.08.061,Si,True,4.166048395983694,2.6660483960436943,3.999999999840001e-11
111,3.268381118774414,3.9384673822743212,0.1314284324645996,,Si,RF magnetron sputtering,,4.92,10.1016/j.matlet.2017.08.052,Mg,True,2.4384673822743212,3.8230602529417426,0.07693808622171924
112,3.0210057735443114,3.42381704814809,0.0948857225477695,,Mg,RF magnetron sputtering,,6.88,10.1016/j.matlet.2017.08.052,Mg,True,4.92381704814809,3.4238170482080905,3.999999999840001e-11
113,3.0705984115600584,3.5269917105270943,0.0931433770805597,,Mg,RF magnetron sputtering,,8.58,10.1016/j.matlet.2017.08.052,Mg,True,5.026991710527094,3.5269917105870943,3.999999999840001e-11
114,3.1015876293182374,3.5914630152916103,0.0923788551241159,,Mg,RF magnetron sputtering,O2_plasma,1.91,10.1016/j.mssp.2022.106471,Mg,True,2.0914630152916103,3.5914630152316103,3.999999999840001e-11
115,3.989361381530762,5.43842580691372,0.1762698054313659,,Mg,RF magnetron sputtering,O2_plasma,3.28,10.1016/j.mssp.2022.106471,Mg,True,6.93842580691372,5.438425807115445,1.3448304741028168e-10
116,4.078964519500732,5.624840038502198,0.2095882192254066,,Mg,RF magnetron sputtering,O2_plasma,5.22,10.1016/j.mssp.2022.106471,Mg,True,7.124840038502198,5.624840038787389,1.9012771413452886e-10
117,4.106031560897828,5.681151478455385,0.1363119527697563,,Mg,RF magnetron sputtering,O2_plasma,1.0,10.1016/j.mssp.2024.108361,Mg,True,4.181151478455385,5.68115147833475,8.042287054138216e-11
118,3.5279046535491942,4.478391333714281,0.2128092944622039,4.309630393981934,Mg,RF magnetron sputtering,O2_plasma,2.0,10.1016/j.mssp.2024.108361,Mg,True,3.231181839808969,3.9596266857788147,0.4159402654249284
119,3.6435672760009767,4.719020840407264,0.2631270527839661,4.309630393981934,Mg,RF magnetron sputtering,O2_plasma,3.0,10.1016/j.mssp.2024.108361,Mg,True,6.219020840407264,4.719020840856769,2.9966960408835174e-10
120,3.795367908477784,5.034833421293579,0.274060896039009,4.309630393981934,Mg,RF magnetron sputtering,,5.0,10.1088/1674-4926/37/4/042002,F,True,5.240313569803746,5.13761830161682,0.5002180554592894
121,3.2748005867004397,3.9518227201313283,0.1800879161804914,,F,RF magnetron sputtering,,5.0,10.1063/1.4803802,W,True,,3.9518227201313283,0.0
122,2.308171367645264,1.9408056153338245,0.1488098014146089,,W,RF magnetron sputtering,,11.0,10.1063/1.4803802,W,True,0.44080561533382445,1.9408056151900552,9.584617055717671e-11
123,2.416017007827759,2.165172335074431,0.1517198629677295,,W,RF magnetron sputtering,N2,0.2,,Ta,True,0.665172335074431,2.1651723349249834,9.963147847351134e-11
124,2.367030477523804,2.063258645312161,0.1080306872725486,2.3074960708618164,Ta,RF magnetron sputtering,N2,0.5,,Ta,True,3.563258645312161,2.063258645387931,5.0513326508879816e-11
125,2.3922627449035643,2.115752942291017,0.0755519181489944,2.3074960708618164,Ta,RF magnetron sputtering,N2,1.0,,Ta,True,3.615752942291017,2.1622645701979932,0.031007751937984485
126,2.393437719345093,2.118197409779723,0.1063656166195869,2.3074960708618164,Ta,RF magnetron sputtering,N2,1.4,,Ta,True,1.6143488903018712,2.102269026469893,0.03161343676535287
127,2.398070335388184,2.1278353039370317,0.121482179313898,2.3074960708618164,Ta,RF magnetron sputtering,N2,1.5,,Ta,True,1.6143488903018715,2.1068621609371045,0.040844591878197986
128,2.3858745098114014,2.1024625825682226,0.0937425777316093,2.3074960708618164,Ta,RF magnetron sputtering,N2,1.53,,Ta,True,1.6143488903018712,2.089784304847019,0.02597402597402598
129,2.393391227722168,2.1181006866028436,0.0795368686318397,2.3074960708618164,Ta,RF magnetron sputtering,N2,1.79,,Ta,True,0.6181006866028436,2.1181006865428436,3.999999999840001e-11
130,2.390965127944946,2.1130533240218665,0.1046275906264782,2.3074960708618164,Ta,RF magnetron sputtering,,10.0,10.1016/j.mssp.2021.106040,Ta,True,0.6130533240218665,2.113053323950795,4.738099104789392e-11
131,3.262551498413086,3.9263391887229555,0.2290840238332748,,Ta,RF magnetron sputtering,,0.5,10.1016/j.optmat.2022.112491,Ta,True,5.426339188722956,3.926339189063672,2.271440144759091e-10
132,2.5548023223876952,2.45390728739414,0.0337905205786228,,Ta,RF magnetron sputtering,,1.0,10.1016/j.optmat.2022.112491,Ta,True,3.916933983295916,2.501101696939359,0.032258064516129045
133,2.5473052501678466,2.438310055101954,0.0282189112156629,,Ta,RF magnetron sputtering,,1.3,10.1016/j.optmat.2022.112491,Ta,True,2.3074960708618164,2.433278748015795,0.038461538461538464
